n,Rare trajectory?,Return,Time,Positions
750,True,-2.102898912865798,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 3, 4, 3, 2, 1, 0, 1, 2, 1, 0)"
751,True,-2.2701394523949765,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0)"
752,True,-3.186228743907713,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, 0, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0)"
753,False,-6.408069291811763,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0, 1, 2, 3, 2, 1, 2)"
754,True,-2.04056655731351,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 1, 0)"
755,False,-6.757000165082318,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 3, 2, 3, 4, 3, 2, 1, 2, 3, 2, 1, 2)"
756,True,-3.5425505355338096,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 1, 2, 1, 0, -1, 0, 1, 2, 1, 0, 1, 0)"
757,False,-1.351760247773206,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, 0, 1, 0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 2, 3, 2)"
758,True,-1.7917858747197757,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, 1, 2, 1, 0)"
759,True,-2.760755001770522,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0, 1, 2, 1, 2, 3, 2, 1, 0)"
760,True,-4.196617046070859,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 0, 1, 2, 1, 2, 1, 0)"
761,False,-4.718088293240644,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, 0, -1, -2, -1, -2, -3, -2, -1, -2)"
762,True,-3.596751110438899,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 0, -1, 0, -1, -2, -1, 0)"
763,True,0.7035708862697372,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, -1, -2, -3, -2, -3, -2, -1, 0, 1, 2, 1, 0, -1, -2, -1, 0, -1, 0)"
764,True,-5.588187717746601,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0)"
765,True,0.5026964756408985,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, 0, -1, -2, -3, -4, -3, -2, -1, -2, -3, -2, -1, 0, 1, 0)"
766,True,-2.6335130087702394,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0)"
767,True,-1.6060494186714622,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0)"
768,True,-4.680159506013805,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -3, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0)"
769,True,-4.471058805963118,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
770,True,-1.6155322455124934,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 1, 2, 3, 4, 3, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 0)"
771,False,-5.941131905090646,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, 0, -1, 0, 1, 2)"
772,False,-5.7157245901210745,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 2, 1, 0, -1, -2, -3, -4, -5, -4, -3, -2)"
773,True,-2.146194688272298,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 2, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0)"
774,False,-2.1215482122497917,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -4, -3, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, -2, -1, -2)"
775,True,-2.269855517249172,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, -2, -3, -2, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0)"
776,True,-4.3528989220271095,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, -2, -1, -2, -1, -2, -1, -2, -1, 0)"
777,True,-3.189246836112951,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0)"
778,False,-7.376758184257526,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -3, -2)"
779,True,-4.27131034897946,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
780,True,-2.7981808174030274,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -1, -2, -1, 0, 1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
781,True,-2.0894175020933363,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -2, -1, 0, 1, 0, 1, 0, 1, 2, 1, 0, -1, 0, -1, 0)"
782,True,-0.36705321285298853,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 0)"
783,True,-1.6474409829212284,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 0, -1, 0, -1, -2, -3, -2, -3, -2, -1, 0)"
784,True,0.5639083461253036,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 2, 3, 2, 3, 2, 1, 2, 1, 2, 1, 0)"
785,True,-3.0667365825976884,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0)"
786,True,-1.288900834587475,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0, 1, 0, 1, 0, -1, -2, -1, 0)"
787,True,-0.7558070786638817,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, 1, 0, 1, 0)"
788,True,-4.660019440517248,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, 0)"
789,True,-4.799432996830861,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 2, 1, 0, -1, 0, -1, 0)"
790,True,-2.711686364606095,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 4, 3, 4, 3, 4, 3, 2, 1, 0, -1, 0, 1, 0)"
791,True,-2.883457869190188,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 2, 1, 0, -1, 0, -1, 0, -1, 0, 1, 0)"
792,False,-5.756626983531362,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 0, -1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 1, 2, 1, 2)"
793,False,-13.287852980414378,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 2, 1, 0, 1, 0, -1, 0, 1, 2, 1, 2, 3, 4, 5, 4)"
794,True,-2.965598525535179,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -3, -2, -3, -4, -3, -4, -3, -2, -1, -2, -1, 0, -1, 0)"
795,True,-1.1498070437161831,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 4, 5, 4, 3, 2, 1, 2, 1, 2, 1, 0, -1, -2, -1, 0)"
796,False,-16.269250851544918,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, 1, 2, 3, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 3, 4)"
797,True,-4.228533709802143,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -3, -4, -5, -4, -3, -2, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0)"
798,True,-3.757521102375345,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0)"
799,True,-3.1495414261496983,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, 1, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0)"
800,True,-0.29352536989419564,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0)"
801,False,-4.9333777533666945,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, -1, 0, -1, -2, -3, -2, -1, 0, 1, 2)"
802,False,-2.466905400874216,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, 1, 2, 3, 2, 1, 2, 3, 4, 3, 2, 1, 0, -1, 0, -1, -2)"
803,True,-3.827805894566662,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0)"
804,True,-1.86944806032324,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 4, 3, 2, 1, 0, -1, -2, -1, 0, -1, -2, -3, -2, -1, 0)"
805,True,-0.5900737733800863,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0, 1, 0, -1, 0, 1, 0, -1, 0, 1, 0)"
806,False,-4.753989064414237,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 3, 2)"
807,True,-2.7909460349327224,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, 1, 0, 1, 0, 1, 2, 3, 2, 1, 0)"
808,True,-1.9519684871594074,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 0, 1, 2, 1, 0, 1, 0)"
809,False,-6.150554520368203,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -3, -2, -3, -4, -5, -6, -5, -4, -3, -4, -5, -4, -3, -2)"
810,False,-3.177331601066316,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 1, 2, 1, 2, 1, 0, -1, 0, -1, -2, -1, -2, -3, -2)"
811,True,-1.1747305607485028,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 0, 1, 2, 3, 2, 1, 2, 1, 2, 1, 2, 1, 0, 1, 0)"
812,True,-4.750582052051035,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 1, 0)"
813,True,-5.420792052718023,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
814,True,-1.4669023203421412,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 2, 1, 0, 1, 2, 1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0)"
815,True,-2.800955852753313,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0)"
816,True,-4.100806849208481,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 0)"
817,True,-4.921082215451241,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0)"
818,True,-1.265070900568162,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, 1, 0, -1, -2, -3, -2, -1, -2, -1, -2, -3, -2, -1, 0)"
819,True,-3.7179378706050166,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, -1, 0)"
820,True,-3.126013578280746,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 0, -1, -2, -1, 0, -1, -2, -3, -2, -1, 0, -1, 0, -1, 0)"
821,False,-5.841161305186919,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 2)"
822,True,-3.1170650529651382,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -3, -2, -1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0)"
823,True,-0.6341578600435017,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 0, 1, 0, 1, 0)"
824,True,-4.292937048717616,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, -2, -1, 0, 1, 0, -1, 0, -1, 0, 1, 2, 1, 0, 1, 0)"
825,True,-4.2655589190718235,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0)"
826,True,-1.1687232872888529,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 1, 0, 1, 0, -1, 0, -1, -2, -1, 0, 1, 0, -1, 0, 1, 0)"
827,True,-3.976592822655381,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, 0, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0)"
828,False,-16.996264057522723,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 2, 1, 2, 3, 2, 3, 4)"
829,True,-0.20820116008551304,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 3, 2, 1, 0, -1, 0)"
830,True,-2.1211220058653764,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, 1, 0, 1, 2, 3, 2, 3, 2, 1, 0)"
831,True,-1.5304124224178053,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 3, 4, 3, 2, 3, 4, 3, 2, 3, 4, 3, 2, 1, 0, 1, 2, 1, 0)"
832,True,-3.34731228222429,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 1, 0, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0)"
833,True,-2.630111164268789,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, 0, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0, 1, 0)"
834,False,-5.286874431624247,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, 1, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2)"
835,True,-5.264167085389451,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, 1, 2, 3, 2, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0)"
836,True,-4.0572337692188025,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0, -1, -2, -1, -2, -1, 0, 1, 0)"
837,False,-15.805626232926583,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 2, 3, 4)"
838,True,-0.4706499323921366,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -3, -2, -1, -2, -3, -2, -1, 0, 1, 2, 3, 2, 3, 2, 3, 2, 1, 0)"
839,True,-3.501876317755275,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 0, 1, 0, -1, -2, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, -1, 0)"
840,True,-3.6039643150777363,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 2, 1, 2, 3, 2, 1, 0, -1, -2, -1, 0, -1, 0, -1, 0, -1, 0)"
841,True,-3.149807250687888,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0, -1, 0, -1, 0)"
842,True,-1.4721790581671044,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, 0, 1, 2, 1, 0)"
843,True,-3.739230319822484,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, -2, -1, -2, -1, 0, -1, -2, -1, 0, -1, -2, -1, -2, -1, -2, -1, 0, 1, 0)"
844,True,-5.407985071161086,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 2, 3, 2, 3, 2, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0, -1, 0)"
845,False,-4.154031641057644,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, 1, 2, 1, 0, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, -1, -2, -1, -2, -3, -2)"
846,True,-2.766261010465874,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)","(0, -1, 0, 1, 0, -1, -2, -1, 0, -1, 0, 1, 0, -1, -2, -1, 0, -1, -2, -1, 0)"
